0.310000, 0.240000 
0.430000, 0.240000 
0.380000, 0.330000 
0.270000, 0.330000 
0.190000, 0.030000 
0.320000, 0.210000 
0.390000, 0.300000 
0.490000, 0.300000 
0.570000, 0.370000 
0.640000, 0.370000 
0.640000, 0.420000 
0.640000, 0.420000 
0.640000, 0.420000 
0.740000, 0.420000 
0.310000, 0.000091 
0.370000, 0.220091 
0.510000, 0.290091 
0.680000, 0.290091 
0.800000, 0.320091 
0.350000, 0.140000 
0.430000, 0.290000 
0.550000, 0.290000 
0.610000, 0.410000 
0.680000, 0.410000 
0.760000, 0.410000 
0.700000, 0.410000 
0.820000, 0.280000 
0.760000, 0.280000 
0.580000, 0.300000 
0.460000, 0.340000 
0.350000, 0.340000 
0.270000, 0.340000 
0.210000, 0.240000 
0.130000, 0.240000 
0.130000, 0.160000 
0.090000, 0.020000 
0.180000, 0.020000 
0.460000, 0.290000 
0.570000, 0.290000 
0.690000, 0.250000 
0.570000, 0.100000 
0.450000, 0.100000 
0.420000, 0.000091 
0.300000, 0.010091 
0.220000, 0.000091 
0.220000, 0.000091 
0.260000, 0.200091 
0.370000, 0.200091 
0.370000, 0.320091 
0.370000, 0.370091 
0.330000, 0.370091 
0.260000, 0.370091 
0.220000, 0.290091 
0.160000, 0.210091 
0.120000, 0.210091 
0.130000, 0.090091 
0.340000, 0.170000 
0.430000, 0.210000 
0.530000, 0.150000 
0.610000, 0.240000 
0.610000, 0.310000 
0.560000, 0.360000 
0.500000, 0.400000 
0.500000, 0.400000 
0.560000, 0.400000 
0.580000, 0.400000 
0.660000, 0.370000 
0.720000, 0.290000 
0.590000, 0.310000 
0.480000, 0.290000 
0.420000, 0.260000 
0.340000, 0.180000 
0.210000, 0.180000 
0.180000, 0.000091 
0.520000, 0.300000 
0.610000, 0.310000 
0.670000, 0.240000 
0.560000, 0.120000 
0.420000, 0.210000 
0.290000, 0.210000 
0.240000, 0.090000 
0.180000, 0.090000 
0.130000, 0.000091 
0.130000, 0.000091 
0.150000, 0.000091 
0.240000, 0.000091 
0.320000, 0.150091 
0.440000, 0.150091 
0.370000, 0.290091 
0.290000, 0.290091 
0.230000, 0.210091 
0.200000, 0.100091 
0.150000, 0.000091 
0.500000, 0.350000 
0.590000, 0.310000 
0.750000, 0.310000 
0.590000, 0.470000 
0.490000, 0.470000 
0.360000, 0.400000 
0.240000, 0.370000 
0.170000, 0.150000 
0.190000, 0.000091 
0.190000, 0.000091 
0.260000, 0.120091 
0.370000, 0.170091 
0.340000, 0.290091 
0.260000, 0.290091 
0.200000, 0.230091 
0.180000, 0.140091 
0.130000, 0.020091 
0.130000, 0.020091 
0.090000, 0.000091 
0.610000, 0.290000 
0.410000, 0.400000 
0.290000, 0.380000 
0.410000, 0.240000 
0.280000, 0.290000 
0.210000, 0.190000 
0.210000, 0.060000 
0.230000, 0.000091 
0.230000, 0.000091 
0.320000, 0.120091 
0.420000, 0.190091 
0.310000, 0.190091 
0.440000, 0.040091 
0.360000, 0.000091 
0.390000, 0.000091 
0.450000, 0.000091 
0.490000, 0.120091 
0.490000, 0.200091 
0.490000, 0.280091 
0.380000, 0.300091 
0.370000, 0.260000 
0.510000, 0.260000 
0.590000, 0.260000 
0.530000, 0.260000 
0.360000, 0.220000 
0.440000, 0.220000 
0.600000, 0.220000 
0.490000, 0.360000 
0.600000, 0.360000 
0.530000, 0.410000 
0.460000, 0.410000 
0.370000, 0.320000 
0.290000, 0.320000 
0.230000, 0.230000 
0.250000, 0.150000 
0.360000, 0.150000 
0.460000, 0.280000 
0.550000, 0.230000 
0.470000, 0.240000 
0.460000, 0.130000 
0.430000, 0.290000 
0.340000, 0.170000 
0.280000, 0.170000 
0.280000, 0.170000 
0.360000, 0.170000 
0.280000, 0.220000 
0.360000, 0.180000 
0.430000, 0.180000 
0.430000, 0.270000 
0.380000, 0.300000 
0.310000, 0.300000 
0.290000, 0.230000 
0.280000, 0.200000 
0.250000, 0.140000 
0.230000, 0.110000 
0.280000, 0.170000 
0.310000, 0.230000 
0.360000, 0.230000 
0.420000, 0.230000 
0.500000, 0.140000 
0.450000, 0.200000 
0.370000, 0.240000 
0.340000, 0.170000 
0.300000, 0.110000 
0.290000, 0.190000 
0.350000, 0.190000 
0.410000, 0.240000 
0.460000, 0.270000 
0.510000, 0.270000 
0.550000, 0.270000 
0.600000, 0.270000 
0.560000, 0.230000 
0.670000, 0.220000 
0.710000, 0.220000 
0.610000, 0.220000 
0.510000, 0.220000 
0.430000, 0.220000 
0.350000, 0.220000 
0.300000, 0.150000 
