401, 256, 174, 111, 0.550000, 1.000000, 0 
347, 253, 164, 140, 0.450000, 0.950000, 0 
242, 309, 202, 109, 0.400000, 0.850000, 0 
226, 250, 197, 105, 0.450000, 1.000000, 0 
287, 233, 199, 86, 0.550000, 1.000000, 0 
397, 216, 193, 78, 0.600000, 1.000000, 0 
199, 272, 194, 78, 0.550000, 0.900000, 0 
426, 255, 185, 91, 0.650000, 1.000000, 0 
258, 234, 158, 55, 0.550000, 0.900000, 0 
274, 299, 153, 63, 0.650000, 0.850000, 0 
328, 239, 129, 56, 0.700000, 0.950000, 0 
241, 303, 146, 67, 0.700000, 0.850000, 0 
287, 318, 142, 105, 0.800000, 1.000000, 0 
309, 351, 144, 92, 0.850000, 1.000000, 0 
422, 323, 142, 69, 0.850000, 1.000000, 0 
473, 284, 150, 58, 0.800000, 1.000000, 0 
441, 308, 167, 66, 0.700000, 0.900000, 0 
395, 272, 160, 72, 0.600000, 0.900000, 0 
252, 193, 127, 44, 0.550000, 0.900000, 0 
209, 279, 135, 49, 0.600000, 0.800000, 0 
255, 316, 132, 50, 0.700000, 0.850000, 0 
221, 309, 130, 82, 0.750000, 0.950000, 0 
269, 365, 137, 87, 0.850000, 1.000000, 0 
481, 341, 150, 58, 0.900000, 1.000000, 0 
477, 280, 140, 57, 0.800000, 1.000000, 0 
285, 248, 127, 55, 0.700000, 0.950000, 0 
227, 304, 145, 45, 0.750000, 0.850000, 0 
269, 338, 132, 78, 0.800000, 1.000000, 0 
374, 379, 155, 87, 0.900000, 1.000000, 0 
395, 400, 135, 92, 0.850000, 1.000000, 0 
434, 384, 149, 95, 0.800000, 1.000000, 0 
433, 382, 152, 103, 0.700000, 1.000000, 0 
355, 375, 166, 157, 0.550000, 1.000000, 0 
268, 285, 193, 96, 0.500000, 1.000000, 0 
387, 305, 178, 115, 0.550000, 1.000000, 0 
355, 299, 216, 162, 0.450000, 1.000000, 0 
299, 240, 147, 152, 0.400000, 1.000000, 0 
